	pathway	pathwayId	id	name	symbol	chembl_id	mechanism_of_action	action_type
0	Dual incision in TC-NER	R-HSA-6782135	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
1	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
2	Recognition of DNA damage by PCNA-containing replication complex	R-HSA-110314	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
3	Neddylation	R-HSA-8951664	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
4	DNA Damage Recognition in GG-NER	R-HSA-5696394	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
5	Dual Incision in GG-NER	R-HSA-5696400	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
6	Formation of Incision Complex in GG-NER	R-HSA-5696395	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
7	Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
8	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
0	Hedgehog 'on' state	R-HSA-5632684	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
1	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
2	Regulation of expression of SLITs and ROBOs	R-HSA-9010553	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
3	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	R-HSA-2894862	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
4	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-2122947	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
5	Dual Incision in GG-NER	R-HSA-5696400	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
6	Constitutive Signaling by NOTCH1 PEST Domain Mutants	R-HSA-2644606	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
7	Antigen processing: Ubiquitination & Proteasome degradation	R-HSA-983168	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
8	Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
9	DNA Damage Recognition in GG-NER	R-HSA-5696394	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
10	Negative regulation of NOTCH4 signaling	R-HSA-9604323	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
11	Orc1 removal from chromatin	R-HSA-68949	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
12	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	R-HSA-9762114	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
13	Degradation of GLI2 by the proteasome	R-HSA-5610783	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
14	Dual incision in TC-NER	R-HSA-6782135	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
15	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	R-HSA-8854050	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
16	Recognition of DNA damage by PCNA-containing replication complex	R-HSA-110314	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
17	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	R-HSA-2644607	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
18	Regulation of RUNX2 expression and activity	R-HSA-8939902	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
19	GLI3 is processed to GLI3R by the proteasome	R-HSA-5610785	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
20	Prolactin receptor signaling	R-HSA-1170546	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
21	Potential therapeutics for SARS	R-HSA-9679191	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
22	Degradation of DVL	R-HSA-4641258	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
23	KEAP1-NFE2L2 pathway	R-HSA-9755511	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
24	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	R-HSA-1234176	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
25	Degradation of GLI1 by the proteasome	R-HSA-5610780	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
26	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
27	Degradation of beta-catenin by the destruction complex	R-HSA-195253	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
28	Nuclear events stimulated by ALK signaling in cancer	R-HSA-9725371	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
29	Regulation of BACH1 activity	R-HSA-9708530	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
30	Neddylation	R-HSA-8951664	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
31	Vif-mediated degradation of APOBEC3G	R-HSA-180585	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
32	Regulation of RAS by GAPs	R-HSA-5658442	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
33	Formation of Incision Complex in GG-NER	R-HSA-5696395	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
34	Interleukin-1 signaling	R-HSA-9020702	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	Hedgehog 'on' state	R-HSA-5632684	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL473417	Smoothened homolog inhibitor	INHIBITOR
1	Activation of SMO	R-HSA-5635838	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL473417	Smoothened homolog inhibitor	INHIBITOR
2	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL473417	Smoothened homolog inhibitor	INHIBITOR
3	Class B/2 (Secretin family receptors)	R-HSA-373080	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL473417	Smoothened homolog inhibitor	INHIBITOR
4	Hedgehog 'off' state	R-HSA-5610787	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL473417	Smoothened homolog inhibitor	INHIBITOR
0	KIT mutants bind TKIs	R-HSA-9669921	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
1	Signaling by SCF-KIT	R-HSA-1433557	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
2	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
3	Sunitinib-resistant KIT mutants	R-HSA-9669934	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
4	Regulation of KIT signaling	R-HSA-1433559	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
5	Imatinib-resistant KIT mutants	R-HSA-9669917	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
6	Masitinib-resistant KIT mutants	R-HSA-9669924	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
7	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	R-HSA-9670439	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
8	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
9	Signaling by juxtamembrane domain KIT mutants	R-HSA-9669935	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
10	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
11	Nilotinib-resistant KIT mutants	R-HSA-9669926	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
12	Signaling by extracellular domain mutants of KIT	R-HSA-9680187	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
13	Signaling by kinase domain mutants of KIT	R-HSA-9669933	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
14	Dasatinib-resistant KIT mutants	R-HSA-9669914	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
15	Sorafenib-resistant KIT mutants	R-HSA-9669936	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
16	Regorafenib-resistant KIT mutants	R-HSA-9669929	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
17	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	R-HSA-8866910	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
18	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
0	RHOJ GTPase cycle	R-HSA-9013409	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
1	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
2	GPVI-mediated activation cascade	R-HSA-114604	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
3	Interleukin-7 signaling	R-HSA-1266695	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
4	VEGFA-VEGFR2 Pathway	R-HSA-4420097	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
5	MET activates PI3K/AKT signaling	R-HSA-8851907	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
6	Signaling by ALK fusions and activated point mutants	R-HSA-9725370	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
7	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	R-HSA-9670439	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
8	RHOV GTPase cycle	R-HSA-9013424	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
9	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
10	Signaling by FGFR4 in disease	R-HSA-5655291	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
11	Signaling by FGFR2 in disease	R-HSA-5655253	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
12	Signaling by ALK	R-HSA-201556	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
13	GAB1 signalosome	R-HSA-180292	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
14	Signaling by FGFR3 in disease	R-HSA-5655332	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
15	RHOB GTPase cycle	R-HSA-9013026	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
16	RHOA GTPase cycle	R-HSA-8980692	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
17	Signaling by ERBB2 KD Mutants	R-HSA-9664565	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
18	PI3K events in ERBB4 signaling	R-HSA-1250342	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
19	G alpha (q) signalling events	R-HSA-416476	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
20	DAP12 signaling	R-HSA-2424491	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
21	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
22	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	R-HSA-983695	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
23	Role of LAT2/NTAL/LAB on calcium mobilization	R-HSA-2730905	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
24	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
25	RET signaling	R-HSA-8853659	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
26	PI3K events in ERBB2 signaling	R-HSA-1963642	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
27	Role of phospholipids in phagocytosis	R-HSA-2029485	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
28	PI-3K cascade:FGFR2	R-HSA-5654695	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
29	Synthesis of PIPs at the plasma membrane	R-HSA-1660499	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
30	IRS-mediated signalling	R-HSA-112399	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
31	Regulation of signaling by CBL	R-HSA-912631	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
32	Signaling by FLT3 fusion proteins	R-HSA-9703465	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
33	RHOF GTPase cycle	R-HSA-9035034	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
34	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
